xcomp	790
advmod	773
addit	707
aux:pass	607
ccomp	583
advqua	488
advmod_verb	466
advers	362
epist	328
cop	310
tempseq	309
sconj	289
mark	270
caus	263
parataxis	256
aux	222
mpred	221
obl	217
pastv	204
appos	182
nsubj	171
nn	160
amod	146
fin	138
ppron	117
mean_sent_wc	116
nnargs	96
prep	79
iobj	52
cconj	13
dens	11
nmod	10
deverb	6
