iobj	455
pastv	314
poss	309
nnargs	280
self	226
deverb	194
acl	191
nn	189
nmod	186
wdlen	166
demdets	160
vs_noun	156
mhd	106
prep	96
advcl	96
obj	95
amod	90
aux:pass	84
mdd	82
dens	54
obl	52
