addit	539
advmod	449
cop	307
fin	296
advers	273
mark	269
mean_sent_wc	264
parataxis	249
xcomp	222
aux	221
mpred	221
obl	217
mdd	188
caus	185
epist	180
appos	177
nsubj	174
advmod_verb	173
advqua	149
tempseq	145
amod	144
aux:pass	125
ccomp	90
pastv	88
sconj	82
dens	55
iobj	52
ppron	48
wdlen	32
nn	19
